"","ensembl_gene_id","hgnc_symbol","description","gene_biotype"
"3018","ENSG00000105173","CCNE1","cyclin E1","protein_coding"
"3019","ENSG00000105176","URI1","URI1 prefoldin like chaperone","protein_coding"
"3020","ENSG00000105185","PDCD5","programmed cell death 5","protein_coding"
"3021","ENSG00000105186","ANKRD27","ankyrin repeat domain 27","protein_coding"
"3022","ENSG00000105193","RPS16","ribosomal protein S16","protein_coding"
"3023","ENSG00000105197","TIMM50","translocase of inner mitochondrial membrane 50","protein_coding"
"3024","ENSG00000105198","LGALS13","galectin 13","protein_coding"
"3025","ENSG00000105202","FBL","fibrillarin","protein_coding"
"3026","ENSG00000105204","DYRK1B","dual specificity tyrosine phosphorylation regulated kinase 1B","protein_coding"
"3027","ENSG00000105205","CLC","Charcot-Leyden crystal galectin","protein_coding"
"3028","ENSG00000105219","CCNP","cyclin P","protein_coding"
"3029","ENSG00000105220","GPI","glucose-6-phosphate isomerase","protein_coding"
"3030","ENSG00000105221","AKT2","AKT serine/threonine kinase 2","protein_coding"
"3031","ENSG00000105223","PLD3","phospholipase D family member 3","protein_coding"
"3032","ENSG00000105227","PRX","periaxin","protein_coding"
"3033","ENSG00000105229","PIAS4","protein inhibitor of activated STAT 4","protein_coding"
"3034","ENSG00000105245","NUMBL","NUMB like endocytic adaptor protein","protein_coding"
"3035","ENSG00000105246","EBI3","Epstein-Barr virus induced 3","protein_coding"
"3036","ENSG00000105248","YJU2","YJU2 splicing factor homolog","protein_coding"
"3037","ENSG00000105251","SHD","Src homology 2 domain containing transforming protein D","protein_coding"
"3038","ENSG00000105254","TBCB","tubulin folding cofactor B","protein_coding"
"3039","ENSG00000105255","FSD1","fibronectin type III and SPRY domain containing 1","protein_coding"
"3040","ENSG00000105258","POLR2I","RNA polymerase II subunit I","protein_coding"
"3041","ENSG00000105261","OVOL3","ovo like zinc finger 3","protein_coding"
"3042","ENSG00000105270","CLIP3","CAP-Gly domain containing linker protein 3","protein_coding"
"3043","ENSG00000105278","ZFR2","zinc finger RNA binding protein 2","protein_coding"
"3044","ENSG00000105281","SLC1A5","solute carrier family 1 member 5","protein_coding"
"3045","ENSG00000105287","PRKD2","protein kinase D2","protein_coding"
"3046","ENSG00000105289","TJP3","tight junction protein 3","protein_coding"
"3047","ENSG00000105290","APLP1","amyloid beta precursor like protein 1","protein_coding"
"3048","ENSG00000105298","CACTIN","cactin, spliceosome C complex subunit","protein_coding"
"3049","ENSG00000105321","CCDC9","coiled-coil domain containing 9","protein_coding"
"3050","ENSG00000105323","HNRNPUL1","heterogeneous nuclear ribonucleoprotein U like 1","protein_coding"
"3051","ENSG00000105325","FZR1","fizzy and cell division cycle 20 related 1","protein_coding"
"3052","ENSG00000105327","BBC3","BCL2 binding component 3","protein_coding"
"3053","ENSG00000105329","TGFB1","transforming growth factor beta 1","protein_coding"
"3054","ENSG00000105339","DENND3","DENN domain containing 3","protein_coding"
"3055","ENSG00000105341","DMAC2","distal membrane arm assembly component 2","protein_coding"
"3056","ENSG00000105352","CEACAM4","CEA cell adhesion molecule 4","protein_coding"
"3057","ENSG00000105355","PLIN3","perilipin 3","protein_coding"
"3058","ENSG00000105357","MYH14","myosin heavy chain 14","protein_coding"
"3059","ENSG00000105364","MRPL4","mitochondrial ribosomal protein L4","protein_coding"
"3060","ENSG00000105366","SIGLEC8","sialic acid binding Ig like lectin 8","protein_coding"
"3061","ENSG00000105369","CD79A","CD79a molecule","protein_coding"
"3062","ENSG00000105370","LIM2","lens intrinsic membrane protein 2","protein_coding"
"3063","ENSG00000105371","ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)","protein_coding"
"3064","ENSG00000105372","RPS19","ribosomal protein S19","protein_coding"
"3065","ENSG00000105373","NOP53","NOP53 ribosome biogenesis factor","protein_coding"
"3066","ENSG00000105374","NKG7","natural killer cell granule protein 7","protein_coding"
"3067","ENSG00000105376","ICAM5","intercellular adhesion molecule 5","protein_coding"
"3068","ENSG00000105379","ETFB","electron transfer flavoprotein subunit beta","protein_coding"
"3069","ENSG00000105383","CD33","CD33 molecule","protein_coding"
"3070","ENSG00000105388","CEACAM5","CEA cell adhesion molecule 5","protein_coding"
"3071","ENSG00000105392","CRX","cone-rod homeobox","protein_coding"
"3072","ENSG00000105393","BABAM1","BRISC and BRCA1 A complex member 1","protein_coding"
"3073","ENSG00000105397","TYK2","tyrosine kinase 2","protein_coding"
"3074","ENSG00000105398","SULT2A1","sulfotransferase family 2A member 1","protein_coding"
"3075","ENSG00000105401","CDC37","cell division cycle 37, HSP90 cochaperone","protein_coding"
"3076","ENSG00000105402","NAPA","NSF attachment protein alpha","protein_coding"
"3077","ENSG00000105404","RABAC1","Rab acceptor 1","protein_coding"
"3078","ENSG00000105409","ATP1A3","ATPase Na+/K+ transporting subunit alpha 3","protein_coding"
"3079","ENSG00000105419","MEIS3","Meis homeobox 3","protein_coding"
"3080","ENSG00000105426","PTPRS","protein tyrosine phosphatase receptor type S","protein_coding"
"3081","ENSG00000105427","CNFN","cornifelin","protein_coding"
"3082","ENSG00000105428","ZNRF4","zinc and ring finger 4","protein_coding"
"3083","ENSG00000105429","MEGF8","multiple EGF like domains 8","protein_coding"
"3084","ENSG00000105438","KDELR1","KDEL endoplasmic reticulum protein retention receptor 1","protein_coding"
"3085","ENSG00000105443","CYTH2","cytohesin 2","protein_coding"
"3086","ENSG00000105447","GRWD1","glutamate rich WD repeat containing 1","protein_coding"
"3087","ENSG00000105464","GRIN2D","glutamate ionotropic receptor NMDA type subunit 2D","protein_coding"
"3088","ENSG00000105467","SYNGR4","synaptogyrin 4","protein_coding"
"3089","ENSG00000105472","CLEC11A","C-type lectin domain containing 11A","protein_coding"
"3090","ENSG00000105479","ODAD1","outer dynein arm docking complex subunit 1","protein_coding"
"3091","ENSG00000105483","CARD8","caspase recruitment domain family member 8","protein_coding"
"3092","ENSG00000105486","LIG1","DNA ligase 1","protein_coding"
"3093","ENSG00000105492","SIGLEC6","sialic acid binding Ig like lectin 6","protein_coding"
"3094","ENSG00000105497","ZNF175","zinc finger protein 175","protein_coding"
"3095","ENSG00000105499","PLA2G4C","phospholipase A2 group IVC","protein_coding"
"3096","ENSG00000105507","CABP5","calcium binding protein 5","protein_coding"
"3097","ENSG00000105509","HAS1","hyaluronan synthase 1","protein_coding"
"3098","ENSG00000105514","RAB3D","RAB3D, member RAS oncogene family","protein_coding"
"3099","ENSG00000105516","DBP","D-box binding PAR bZIP transcription factor","protein_coding"
"3100","ENSG00000105518","TMEM205","transmembrane protein 205","protein_coding"
"3101","ENSG00000105519","CAPS","calcyphosine","protein_coding"
"3102","ENSG00000105520","PLPPR2","phospholipid phosphatase related 2","protein_coding"
"3103","ENSG00000105523","FAM83E","family with sequence similarity 83 member E","protein_coding"
"3104","ENSG00000105538","RASIP1","Ras interacting protein 1","protein_coding"
"3105","ENSG00000105549","SPMAP2","sperm microtubule associated protein 2","protein_coding"
"3106","ENSG00000105550","FGF21","fibroblast growth factor 21","protein_coding"
"3107","ENSG00000105552","BCAT2","branched chain amino acid transaminase 2","protein_coding"
"3108","ENSG00000105556","MIER2","MIER family member 2","protein_coding"
"3109","ENSG00000105559","PLEKHA4","pleckstrin homology domain containing A4","protein_coding"
"3110","ENSG00000105568","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","protein_coding"
"3111","ENSG00000105576","TNPO2","transportin 2","protein_coding"
"3112","ENSG00000105583","WDR83OS","WD repeat domain 83 opposite strand","protein_coding"
"3113","ENSG00000105605","CACNG7","calcium voltage-gated channel auxiliary subunit gamma 7","protein_coding"
"3114","ENSG00000105607","GCDH","glutaryl-CoA dehydrogenase","protein_coding"
"3115","ENSG00000105609","LILRB5","leukocyte immunoglobulin like receptor B5","protein_coding"
"3116","ENSG00000105610","KLF1","KLF transcription factor 1","protein_coding"
"3117","ENSG00000105612","DNASE2","deoxyribonuclease 2, lysosomal","protein_coding"
"3118","ENSG00000105613","MAST1","microtubule associated serine/threonine kinase 1","protein_coding"
"3119","ENSG00000105617","LENG1","leukocyte receptor cluster member 1","protein_coding"
"3120","ENSG00000105618","PRPF31","pre-mRNA processing factor 31","protein_coding"
"3121","ENSG00000105619","TFPT","TCF3 fusion partner","protein_coding"
"3122","ENSG00000105639","JAK3","Janus kinase 3","protein_coding"
"3123","ENSG00000105640","RPL18A","ribosomal protein L18a","protein_coding"
"3124","ENSG00000105641","SLC5A5","solute carrier family 5 member 5","protein_coding"
"3125","ENSG00000105642","KCNN1","potassium calcium-activated channel subfamily N member 1","protein_coding"
"3126","ENSG00000105643","ARRDC2","arrestin domain containing 2","protein_coding"
"3127","ENSG00000105647","PIK3R2","phosphoinositide-3-kinase regulatory subunit 2","protein_coding"
"3128","ENSG00000105649","RAB3A","RAB3A, member RAS oncogene family","protein_coding"
"3129","ENSG00000105650","PDE4C","phosphodiesterase 4C","protein_coding"
"3130","ENSG00000105655","ISYNA1","inositol-3-phosphate synthase 1","protein_coding"
"3131","ENSG00000105656","ELL","elongation factor for RNA polymerase II","protein_coding"
"3132","ENSG00000105662","CRTC1","CREB regulated transcription coactivator 1","protein_coding"
"3133","ENSG00000105664","COMP","cartilage oligomeric matrix protein","protein_coding"
"3134","ENSG00000105668","UPK1A","uroplakin 1A","protein_coding"
"3135","ENSG00000105669","COPE","COPI coat complex subunit epsilon","protein_coding"
"3136","ENSG00000105671","DDX49","DEAD-box helicase 49","protein_coding"
"3137","ENSG00000105672","ETV2","ETS variant transcription factor 2","protein_coding"
"3138","ENSG00000105675","ATP4A","ATPase H+/K+ transporting subunit alpha","protein_coding"
"3139","ENSG00000105676","ARMC6","armadillo repeat containing 6","protein_coding"
"3140","ENSG00000105677","TMEM147","transmembrane protein 147","protein_coding"
"3141","ENSG00000105679","GAPDHS","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic","protein_coding"
"3142","ENSG00000105695","MAG","myelin associated glycoprotein","protein_coding"
"3143","ENSG00000105696","TMEM59L","transmembrane protein 59 like","protein_coding"
"3144","ENSG00000105697","HAMP","hepcidin antimicrobial peptide","protein_coding"
"3145","ENSG00000105698","USF2","upstream transcription factor 2, c-fos interacting","protein_coding"
"3146","ENSG00000105699","LSR","lipolysis stimulated lipoprotein receptor","protein_coding"
"3147","ENSG00000105700","KXD1","KxDL motif containing 1","protein_coding"
"3148","ENSG00000105701","FKBP8","FKBP prolyl isomerase 8","protein_coding"
"3149","ENSG00000105705","SUGP1","SURP and G-patch domain containing 1","protein_coding"
"3150","ENSG00000105707","HPN","hepsin","protein_coding"
"3151","ENSG00000105708","ZNF14","zinc finger protein 14","protein_coding"
"3152","ENSG00000105711","SCN1B","sodium voltage-gated channel beta subunit 1","protein_coding"
"3153","ENSG00000105717","PBX4","PBX homeobox 4","protein_coding"
"3154","ENSG00000105722","ERF","ETS2 repressor factor","protein_coding"
"3155","ENSG00000105723","GSK3A","glycogen synthase kinase 3 alpha","protein_coding"
"3156","ENSG00000105726","ATP13A1","ATPase 13A1","protein_coding"
"3157","ENSG00000105732","ZNF574","zinc finger protein 574","protein_coding"
"3158","ENSG00000105737","GRIK5","glutamate ionotropic receptor kainate type subunit 5","protein_coding"
"3159","ENSG00000105738","SIPA1L3","signal induced proliferation associated 1 like 3","protein_coding"
"3160","ENSG00000105750","ZNF85","zinc finger protein 85","protein_coding"
"3161","ENSG00000105755","ETHE1","ETHE1 persulfide dioxygenase","protein_coding"
"3162","ENSG00000105767","CADM4","cell adhesion molecule 4","protein_coding"
"3163","ENSG00000105771","SMG9","SMG9 nonsense mediated mRNA decay factor","protein_coding"
"3164","ENSG00000105778","AVL9","AVL9 cell migration associated","protein_coding"
"3165","ENSG00000105784","RUNDC3B","RUN domain containing 3B","protein_coding"
"3166","ENSG00000105792","CFAP69","cilia and flagella associated protein 69","protein_coding"
"3167","ENSG00000105793","GTPBP10","GTP binding protein 10","protein_coding"
"3168","ENSG00000105808","RASA4","RAS p21 protein activator 4","protein_coding"
"3169","ENSG00000105810","CDK6","cyclin dependent kinase 6","protein_coding"
"3170","ENSG00000105819","PMPCB","peptidase, mitochondrial processing subunit beta","protein_coding"
"3171","ENSG00000105821","DNAJC2","DnaJ heat shock protein family (Hsp40) member C2","protein_coding"
"3172","ENSG00000105825","TFPI2","tissue factor pathway inhibitor 2","protein_coding"
"3173","ENSG00000105829","BET1","Bet1 golgi vesicular membrane trafficking protein","protein_coding"
"3174","ENSG00000105835","NAMPT","nicotinamide phosphoribosyltransferase","protein_coding"
"3175","ENSG00000105849","POLR1F","RNA polymerase I subunit F","protein_coding"
"3176","ENSG00000105851","PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","protein_coding"
"3177","ENSG00000105852","PON3","paraoxonase 3","protein_coding"
"3178","ENSG00000105854","PON2","paraoxonase 2","protein_coding"
"3179","ENSG00000105855","ITGB8","integrin subunit beta 8","protein_coding"
"3180","ENSG00000105856","HBP1","HMG-box transcription factor 1","protein_coding"
"3181","ENSG00000105865","DUS4L","dihydrouridine synthase 4 like","protein_coding"
"3182","ENSG00000105866","SP4","Sp4 transcription factor","protein_coding"
"3183","ENSG00000105875","WDR91","WD repeat domain 91","protein_coding"
"3184","ENSG00000105877","DNAH11","dynein axonemal heavy chain 11","protein_coding"
"3185","ENSG00000105879","CBLL1","Cbl proto-oncogene like 1","protein_coding"
"3186","ENSG00000105880","DLX5","distal-less homeobox 5","protein_coding"
"3187","ENSG00000105887","MTPN","myotrophin","protein_coding"
"3188","ENSG00000105889","STEAP1B","STEAP family member 1B","protein_coding"
"3189","ENSG00000105894","PTN","pleiotrophin","protein_coding"
"3190","ENSG00000105926","PALS2","protein associated with LIN7 2, MAGUK p55 family member","protein_coding"
"3191","ENSG00000105928","GSDME","gasdermin E","protein_coding"
"3192","ENSG00000105929","ATP6V0A4","ATPase H+ transporting V0 subunit a4","protein_coding"
"3193","ENSG00000105939","ZC3HAV1","zinc finger CCCH-type containing, antiviral 1","protein_coding"
"3194","ENSG00000105948","IFT56","intraflagellar transport 56","protein_coding"
"3195","ENSG00000105953","OGDH","oxoglutarate dehydrogenase","protein_coding"
"3196","ENSG00000105954","NPVF","neuropeptide VF precursor","protein_coding"
"3197","ENSG00000105963","ADAP1","ArfGAP with dual PH domains 1","protein_coding"
"3198","ENSG00000105967","TFEC","transcription factor EC","protein_coding"
"3199","ENSG00000105968","H2AZ2","H2A.Z variant histone 2","protein_coding"
"3200","ENSG00000105971","CAV2","caveolin 2","protein_coding"
"3201","ENSG00000105974","CAV1","caveolin 1","protein_coding"
"3202","ENSG00000105976","MET","MET proto-oncogene, receptor tyrosine kinase","protein_coding"
"3203","ENSG00000105982","RNF32","ring finger protein 32","protein_coding"
"3204","ENSG00000105983","LMBR1","limb development membrane protein 1","protein_coding"
"3205","ENSG00000105989","WNT2","Wnt family member 2","protein_coding"
